State,County,Year,number,percent,lower confidence limit,upper confidence limit,age-adjusted percent,age-adjusted lower confidence limit,age-adjusted upper confidence limit
Texas,Nacogdoches County,2013,14763,32.2,27.3,37.3,32.2,27.3,37.4
Texas,Navarro County,2013,9692,28.4,21.7,34.8,28.1,21.1,34.8
Texas,Newton County,2013,2998,28,21.5,35.2,27.5,20.8,35.2
Texas,Nolan County,2013,3146,29,22,37.2,28.9,21.6,37.4
Texas,Nueces County,2013,85361,33.6,29.3,38,33.5,29.1,37.9
Texas,Ochiltree County,2013,2028,28.7,21.6,37.5,28.5,21.5,37.3
Texas,Oldham County,2013,409,29.3,22.2,37.4,28.8,21.7,37.2
Texas,Orange County,2013,17895,29.5,23.3,36.4,29.2,22.8,36.4
Texas,Palo Pinto County,2013,6001,29.4,22.8,36.9,29.1,22.2,37
Texas,Panola County,2013,5347,30.7,24.2,38.2,30.4,23.6,38.4
Texas,Parker County,2013,25351,29,23.4,35.1,28.5,22.7,35.1
Texas,Parmer County,2013,1975,29.4,22.4,37.7,29.2,22,37.7
Texas,Pecos County,2013,3291,28.6,21.6,36.5,28.4,21.5,36.4
Texas,Polk County,2013,10408,29.4,23.1,36,29.3,22.9,36.4
Texas,Potter County,2013,26496,31,25.4,37.3,30.8,25.2,37.1
Texas,Presidio County,2013,1331,26.1,19.3,33.8,26,18.7,34.2
Texas,Rains County,2013,2516,29.7,22.4,37.8,29.4,21.6,38.2
Texas,Randall County,2013,24466,26.6,21.7,31.8,26.5,21.4,31.7
Texas,Reagan County,2013,666,27.7,19.9,36,27.3,19.6,35.6
Texas,Real County,2013,740,27.6,21.3,34.8,27.3,20.2,35.5
Texas,Red River County,2013,2971,30.7,23.9,37.8,30.6,23.1,38.2
Texas,Reeves County,2013,2995,28.3,21.1,36.8,28.4,21.2,36.8
Texas,Refugio County,2013,1532,28.4,21.7,35.8,28.1,20.9,36
Texas,Roberts County,2013,179,26.6,19.6,34.7,26.1,18.6,35
Texas,Robertson County,2013,3586,29.8,22.6,37.7,29.5,22.1,38.1
Texas,Rockwall County,2013,14892,25.3,19.3,32.1,24.8,18.7,31.7
Texas,Runnels County,2013,2030,26.8,19.9,34.3,26.4,19,34.3
Texas,Rusk County,2013,12391,30.8,24.6,37.9,30.6,24.1,37.9
Texas,Sabine County,2013,2298,27.8,21.6,34.4,27.5,20.6,35
Texas,San Augustine County,2013,2188,32.3,25.7,39.6,32.4,25.4,40.3
Texas,San Jacinto County,2013,5671,28.1,21.3,35.8,27.7,20.3,36
Texas,San Patricio County,2013,15242,33,26.1,41.2,32.9,25.8,41.3
Texas,San Saba County,2013,1197,27.4,20.3,35.3,27.3,20,35.9
Texas,Schleicher County,2013,607,27.5,20.1,35.3,27.2,19.7,35.3
Texas,Scurry County,2013,3245,26.2,19.7,33.9,26,19.4,33.6
Texas,Shackelford County,2013,703,28.3,21.4,36.1,27.8,20.7,36.4
Texas,Shelby County,2013,5757,31.2,24.5,38.9,31.1,24.1,39.1
Texas,Sherman County,2013,579,27.5,20.1,35.9,27.1,19.4,35.7
Texas,Smith County,2013,46314,29.6,25.9,33.9,29.5,25.6,33.9
Texas,Somervell County,2013,1740,27.6,20.5,35.8,27.2,19.8,35.5
Texas,Starr County,2013,11697,29.6,22,38.4,29.6,22,38.4
Texas,Stephens County,2013,1900,27,20.2,34.7,26.7,19.8,34.8
Texas,Sterling County,2013,245,27.4,20.3,36,27,19.7,35.9
Texas,Stonewall County,2013,292,27,20.5,34.9,26.6,19.4,35.1
Texas,Sutton County,2013,763,26.6,19.6,34.3,26.2,19.1,34.2
Texas,Swisher County,2013,1542,27.7,20.8,35.1,27.7,20.5,35.4
Texas,Tarrant County,2013,390635,29.1,26.9,31.6,28.7,26.5,31.2
Texas,Taylor County,2013,29594,30.8,25,37.2,30.9,25,37.4
Texas,Terrell County,2013,194,26.8,20,34.2,26.8,19.4,34.7
Texas,Terry County,2013,2631,29.2,22.4,36.8,29.1,22.1,37
Texas,Throckmorton County,2013,325,26.8,20.1,34.7,26.5,19.2,35.3
Texas,Titus County,2013,6789,30.9,23.4,39.1,30.7,23.2,39
Texas,Tom Green County,2013,23167,27.6,22,34.1,27.6,21.8,34.3
Texas,Travis County,2013,168547,20.3,18.6,21.9,20.5,18.9,22
Texas,Trinity County,2013,3070,27.4,20.5,34.5,27,19.5,35.3
Texas,Tyler County,2013,5211,31,24.4,38.1,31.2,24.1,38.7
Texas,Upshur County,2013,8657,29.6,23,36.6,29.1,22.2,36.5
Texas,Upton County,2013,626,26.9,20,34.5,26.5,19.4,34.3
Texas,Uvalde County,2013,5554,30,22.9,38.2,30,22.7,38.7
Texas,Val Verde County,2013,10028,30,22.6,38.5,30.1,22.6,38.7
Texas,Van Zandt County,2013,11765,30.2,23.9,37.1,30,23,37.4
Texas,Victoria County,2013,22082,34.3,27.5,41.3,34.2,27.2,41.5
Texas,Walker County,2013,16421,29.7,23,37,29.5,22.9,36.7
Texas,Waller County,2013,10508,33.6,29.2,38.3,33.5,29,38.3
Texas,Ward County,2013,2224,28.5,21.4,36.8,28.3,21,36.7
Texas,Washington County,2013,7493,29.6,23.4,36.5,29.5,22.8,36.7
Texas,Webb County,2013,51456,31.3,24,39.2,31.3,24.1,39
Texas,Wharton County,2013,9374,31.9,25.1,39.9,31.7,24.7,40
Texas,Wheeler County,2013,1139,27.8,21,35.7,27.6,20.5,35.8
Texas,Wichita County,2013,30057,31.1,26.9,35.2,31,26.7,35.2
Texas,Wilbarger County,2013,2687,28,21.1,36,27.7,20.6,36
Texas,Willacy County,2013,4307,27.6,20.5,35.9,27.7,20.6,36
Texas,Williamson County,2013,102816,31.1,28,34.7,30.9,27.8,34.5
Texas,Wilson County,2013,10339,31.4,24.9,39.3,30.9,24.2,39.1
Texas,Winkler County,2013,1412,27.7,20.7,36.6,27.4,20.2,36.3
Texas,Wise County,2013,13616,30.9,24,38.2,30.5,23.6,38.2
Texas,Wood County,2013,10010,30.1,23.7,37,30.4,23.1,38.1
Texas,Yoakum County,2013,1422,26.7,19.8,34.2,26.4,19.4,34.1
Texas,Young County,2013,3680,27.1,20.6,35.3,26.8,19.9,35.2
Texas,Zapata County,2013,2389,26.3,19.4,34.3,26.4,19.4,34.4
Texas,Zavala County,2013,2206,27.4,19.9,36,27.3,19.7,36
Utah,Beaver County,2013,1072,25.7,20.1,31.6,25.3,19.7,31.1
Utah,Box Elder County,2013,10988,33.5,29.9,37.4,33.4,29.8,37.3
Utah,Cache County,2013,16520,21.8,19.5,24.1,22.5,20.4,24.7
Utah,Carbon County,2013,3908,26.6,23.2,30.1,26.2,22.6,29.8
Utah,Daggett County,2013,219,26.1,19.4,33,25.6,18.6,33.1
Utah,Davis County,2013,51295,25,23.5,26.5,25,23.6,26.5
Utah,Duchesne County,2013,3523,27.6,24.6,30.9,27.6,24.6,30.9
Utah,Emery County,2013,1831,25.8,21.9,29.8,25.2,21.3,29.4
Utah,Garfield County,2013,1189,32.5,26.5,39,32.2,25.7,39.1
Utah,Grand County,2013,1573,22.3,18.3,26.5,21.7,17.7,26.1
Utah,Iron County,2013,7235,23.3,20.1,26.7,23.5,20.3,27
Utah,Juab County,2013,1788,28,23.2,33.5,27.9,23,33.4
Utah,Kane County,2013,1402,26.1,21,31.9,25.4,19.8,31.9
Utah,Millard County,2013,2594,31.3,26.9,35.9,31,26.2,35.9
Utah,Morgan County,2013,1392,22,17.1,28,21.5,16.6,27.5
Utah,Piute County,2013,282,26.1,19.8,32.9,25.4,18.7,33
Utah,Rich County,2013,404,26.4,20.1,33.3,25.9,19.2,32.9
Utah,Salt Lake County,2013,189402,25.4,24.6,26.2,25.5,24.6,26.2
Utah,San Juan County,2013,2558,26.7,21.9,31.7,26.4,21.5,31.5
Utah,Sanpete County,2013,4780,25.4,22.3,29,25.5,22.3,29.1
Utah,Sevier County,2013,4163,29.9,26,33.8,29.8,25.8,33.9
Utah,Summit County,2013,3931,14.4,12.7,16.2,13.9,12.2,15.7
Utah,Tooele County,2013,11997,31.7,29.1,34,31.5,29,33.8
Utah,Uintah County,2013,6313,27.6,24.8,30.7,27.6,24.8,30.6
Utah,Utah County,2013,81905,24.4,23.2,25.6,25.3,24.1,26.5
Utah,Wasatch County,2013,3912,23,20.7,25.4,22.8,20.5,25.2
Utah,Washington County,2013,24041,23.7,21.7,25.8,23.7,21.6,26
Utah,Wayne County,2013,432,22.8,17.5,28.6,22,16.5,28
Utah,Weber County,2013,46209,28.4,26.6,30,28.4,26.6,30
Vermont,Addison County,2013,6498,23,20.7,25.6,22.6,20.1,25.5
Vermont,Bennington County,2013,6855,24.1,21.7,26.6,24.1,21.4,26.9
Vermont,Caledonia County,2013,6694,28.3,25.8,31,28,25.3,31
Vermont,Chittenden County,2013,23951,19.8,18.3,21.2,19.6,18.1,21.1
Vermont,Essex County,2013,1488,29.8,25.7,34.2,29.7,25,35
Vermont,Franklin County,2013,9892,27.5,25.2,29.8,27.2,24.7,29.6
Vermont,Grand Isle County,2013,1472,26.8,23,30.5,26.8,22.7,31
Vermont,Lamoille County,2013,4751,25.2,22.4,28.1,25,22.2,28.2
Vermont,Orange County,2013,5939,26.6,24.1,29.2,26.5,23.7,29.4
Vermont,Orleans County,2013,5998,28.5,25.6,31.4,28.6,25.3,32.1
Vermont,Rutland County,2013,13987,29.5,27.3,31.9,29.7,27.1,32.3
Vermont,Washington County,2013,10481,23,20.8,25.1,22.7,20.4,25.1
Vermont,Windham County,2013,8059,23.4,21.4,25.6,23,20.6,25.5
Vermont,Windsor County,2013,10640,24,21.9,26,23.7,21.5,26
Virginia,Accomack County,2013,8860,34.7,30.1,39.6,35,29.8,40.3
Virginia,Albemarle County,2013,17187,22.6,19,26.6,22.3,18.6,26.3
Virginia,Alleghany County,2013,4160,33,27.2,39.2,33.7,27.3,40.5
Virginia,Amelia County,2013,2833,29,23.3,35.6,28.4,22.3,35.1
Virginia,Amherst County,2013,7282,29.4,23.4,35.6,29,22.8,35.6
Virginia,Appomattox County,2013,3395,29.3,23.2,35.8,29,22.6,36
Virginia,Arlington County,2013,29782,16.1,13.7,19,16.7,14.3,19.4
Virginia,Augusta County,2013,19492,34,29.6,38.4,34,29.4,38.9
Virginia,Bath County,2013,1078,28.7,21.9,35.6,28.9,21.3,36.8
Virginia,Bedford County,2013,19277,33.1,28.2,38,32.9,27.6,38.4
Virginia,Bland County,2013,1674,30.9,23.2,38.6,31,22.9,39.2
Virginia,Botetourt County,2013,6549,25.6,20.7,31.3,25.2,20,31.4
Virginia,Brunswick County,2013,4750,35.9,29.7,42.9,35.6,29.4,43.1
Virginia,Buchanan County,2013,6009,31.8,25.9,38,31.8,25.6,38.6
Virginia,Buckingham County,2013,4540,33.5,27.9,40.1,33.2,27.2,40
Virginia,Campbell County,2013,13360,31.5,26.1,37.7,31.6,25.9,37.9
Virginia,Caroline County,2013,6464,29.6,23,36.7,29.1,22.5,36.6
Virginia,Carroll County,2013,6822,29.1,22.9,35.7,29.2,22.4,36.6
Virginia,Charles City County,2013,2053,35.2,27.8,43.4,34.2,26.6,42.7
Virginia,Charlotte County,2013,3122,33.5,27.2,40,33.2,26.4,40.3
Virginia,Chesterfield County,2013,61553,26,23.1,29,25.5,22.6,28.5
Virginia,Clarke County,2013,2930,26.8,20.7,33.4,26.3,19.8,33.5
Virginia,Craig County,2013,1134,27.8,21.5,35.1,27.5,20.5,35.3
Virginia,Culpeper County,2013,11115,31.8,26.6,37.6,31.3,26.1,37.3
Virginia,Cumberland County,2013,2428,32.1,25.4,39.7,31.9,24.8,39.9
Virginia,Dickenson County,2013,4209,35.1,28.3,42,35.3,28,42.8
Virginia,Dinwiddie County,2013,7000,32.7,26.8,39.4,32.2,26.1,39.2
Virginia,Essex County,2013,2830,32.7,25.7,40.5,32.5,24.9,41
Virginia,Fairfax County,2013,169406,20.3,18.3,22.4,19.9,17.9,22.1
Virginia,Fauquier County,2013,12590,25.5,21.2,30.1,24.8,20.3,29.5
Virginia,Floyd County,2013,3177,26.5,20.4,32.8,26.2,19.8,33.1
Virginia,Fluvanna County,2013,5455,27.6,21.3,33.8,27.3,20.9,33.7
Virginia,Franklin County,2013,12400,28.4,23.2,33.8,28.3,22.9,34.2
Virginia,Frederick County,2013,19029,31.7,27,36.7,31.7,26.6,37
Virginia,Giles County,2013,3957,30.3,24.1,37.2,30.3,23.8,37.6
Virginia,Gloucester County,2013,9819,34.5,28.7,41.1,34.4,28.3,41.1
Virginia,Goochland County,2013,4841,28.4,22.5,35.4,27.6,21.4,34.9
Virginia,Grayson County,2013,3675,30.3,24.1,37.2,30.5,23.5,38.1
Virginia,Greene County,2013,3886,27.9,21.7,34.6,27.6,21.2,34.6
Virginia,Greensville County,2013,3107,32.7,25.6,40.9,32.4,25,40.6
Virginia,Halifax County,2013,8801,32.4,27.3,37.8,32.1,26.7,38
Virginia,Hanover County,2013,20487,27.4,23.5,31.6,26.9,22.8,31.3
Virginia,Henrico County,2013,65129,27.5,24.7,30.6,27.3,24.4,30.4
Virginia,Henry County,2013,13219,32.3,27.4,37.4,32.4,26.9,37.9
Virginia,Highland County,2013,502,26.3,19.9,33.8,26,18.7,34.4
Virginia,Isle of Wight County,2013,7981,29.3,24.1,35.1,28.5,23.1,34.7
Virginia,James City County,2013,13764,25.2,20.4,29.8,25.1,19.9,30
Virginia,King and Queen County,2013,1689,30.1,23.6,37.5,29.5,22.9,37.4
Virginia,King George County,2013,5020,28.3,21.9,35.1,27.8,21.5,34.6
Virginia,King William County,2013,3134,26.3,20.4,33.2,25.7,19.8,32.7
Virginia,Lancaster County,2013,2753,29.8,23.9,35.8,30.3,23.3,37.4
Virginia,Lee County,2013,5843,29.4,23.8,35.2,29.3,23.4,35.4
Virginia,Loudoun County,2013,51511,21.6,18.7,24.4,21.3,18.5,24.2
Virginia,Louisa County,2013,8474,32.4,26.3,38.9,31.9,25.5,38.8
Virginia,Lunenburg County,2013,2729,27.5,21.6,33.9,26.9,21,33.4
Virginia,Madison County,2013,2940,29.1,23,35.5,28.8,22,35.8
Virginia,Mathews County,2013,2000,27.8,22.1,34.4,27.6,21.1,35.3
Virginia,Mecklenburg County,2013,7627,30.9,26,35.7,30.9,25.7,36.2
Virginia,Middlesex County,2013,2332,26.2,20.5,32.4,25.9,19.5,32.7
Virginia,Montgomery County,2013,17671,24.2,20.1,28.7,24.4,20.4,28.7
Virginia,Nelson County,2013,3479,29.7,23.8,35.8,29.4,23.3,36.4
Virginia,New Kent County,2013,4204,28.2,21.9,35.6,27.6,21.2,35.3
Virginia,Northampton County,2013,3424,36.1,30.5,41.7,36.1,29.8,42.4
Virginia,Northumberland County,2013,2662,26.3,20.6,32.8,26.4,19.9,34
Virginia,Nottoway County,2013,4157,34,27.7,40.7,33.8,27.2,41
Virginia,Orange County,2013,7428,28.3,23,34,28.1,22.3,33.9
Virginia,Page County,2013,5211,28.3,22.1,35.2,28.1,21.5,35.7
Virginia,Patrick County,2013,4510,30.9,24.8,37.6,31.2,24.7,38.8
Virginia,Pittsylvania County,2013,15623,32,27.9,36.1,31.7,27.3,36.3
Virginia,Powhatan County,2013,6572,30,23.5,37.2,29.5,22.8,37
Virginia,Prince Edward County,2013,5433,32.1,26,38.7,32.1,25.8,38.8
Virginia,Prince George County,2013,9464,33.2,27.3,39.2,32.9,27.1,38.9
Virginia,Prince William County,2013,77760,25.5,22.7,28.6,25.2,22.5,28.3
Virginia,Pulaski County,2013,9072,33,27.6,38.7,32.9,27.1,39.1
Virginia,Rappahannock County,2013,1615,27.2,21.2,33.8,26.8,20.2,34.1
Virginia,Richmond County,2013,2176,29.9,24.4,35.9,29.8,23.9,36.3
Virginia,Roanoke County,2013,19071,26.6,22.9,30.4,26.3,22.3,30.4
Virginia,Rockbridge County,2013,4454,24.8,19.7,30.1,24.3,18.8,30.4
Virginia,Rockingham County,2013,15297,26.4,21.9,31.5,26.3,21.6,31.5
Virginia,Russell County,2013,6400,28.9,23.4,34.7,28.6,22.9,34.8
Virginia,Scott County,2013,5593,31.2,25.5,37.1,31.3,25.3,37.8
Virginia,Shenandoah County,2013,8680,26.6,21.3,32.2,26.5,20.9,32.5
Virginia,Smyth County,2013,7311,29.6,23.3,36,29.7,23,36.5
Virginia,Southampton County,2013,4437,31.1,25.2,37.5,30.4,24.2,37.2
Virginia,Spotsylvania County,2013,29801,32.7,28.1,37.5,32.1,27.7,37
Virginia,Stafford County,2013,28424,29.6,25.3,34.3,29,24.7,33.7
Virginia,Surry County,2013,1886,35.3,28,43,34.5,26.6,42.7
Virginia,Sussex County,2013,3480,35.9,28.7,43.4,35.7,28.4,43.3
Virginia,Tazewell County,2013,10422,30.3,25.1,36,30.3,24.7,36.3
Virginia,Warren County,2013,8403,29.2,23.3,35.7,28.7,22.4,35.5
Virginia,Washington County,2013,12891,30,24.9,35.4,30,24.6,36
Virginia,Westmoreland County,2013,4265,30.7,24.7,38,30.4,24.1,38.5
Virginia,Wise County,2013,9612,30.8,26,35.6,30.6,25.8,35.5
Virginia,Wythe County,2013,7145,31.3,25.8,37.6,31.2,25.3,38.2
Virginia,York County,2013,12532,26.1,21.4,31.3,25.5,20.8,31
Virginia,Alexandria city,2013,24385,20.1,17.3,23.7,20.4,17.5,23.9
Virginia,Bedford city,2013,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Virginia,Bristol city,2013,3686,27.3,20.8,34.8,27.2,20.3,35.2
Virginia,Buena Vista city,2013,1268,25.9,19.2,33.4,25.8,19,33.8
Virginia,Charlottesville city,2013,9466,25.9,19.7,32.9,26.3,20.4,33.2
Virginia,Chesapeake city,2013,54126,32.3,29,35.5,31.8,28.5,35
Virginia,Colonial Heights city,2013,3536,26.8,20.8,34,26.9,20.3,34.7
Virginia,Covington city,2013,1164,26.4,20.1,34.5,26.1,19.6,34.7
Virginia,Danville city,2013,11020,34.1,27.6,40.9,34.1,26.9,41.5
Virginia,Emporia city,2013,1214,29.7,22,37.9,29.4,21.5,38.1
Virginia,Fairfax city,2013,3995,21.8,18.4,25.1,21.5,18.1,24.9
Virginia,Falls Church city,2013,2657,27.5,20.5,34.9,26.9,19.8,34.4
Virginia,Franklin city,2013,2139,34.4,27,41.8,34.1,26.5,41.9
Virginia,Fredericksburg city,2013,5867,28.8,22.8,35.9,29,23.1,35.7
Virginia,Galax city,2013,1349,26,19.5,34.1,26,19,34.3
Virginia,Hampton city,2013,35686,34.8,30.8,39,34.6,30.5,38.8
Virginia,Harrisonburg city,2013,9216,24.8,18,33.1,25.3,18.9,33.3
Virginia,Hopewell city,2013,5146,31.8,25.2,38.9,31.8,24.9,39.1
Virginia,Lexington city,2013,1329,26,19.1,34.3,26.7,20,34.8
Virginia,Lynchburg city,2013,15530,27.1,21.6,32.6,27.3,21.8,32.9
Virginia,Manassas city,2013,8385,28.7,21.3,36.6,28.4,21.2,36
Virginia,Manassas Park city,2013,3161,28.3,21,36.5,28.3,21.2,36.1
Virginia,Martinsville city,2013,3463,33.5,26.4,40.9,33.5,25.9,41.3
Virginia,Newport News city,2013,42926,32.3,27.9,36.6,32.2,27.8,36.4
Virginia,Norfolk city,2013,56063,30.1,26.4,33.8,30.3,26.7,33.9
Virginia,Norton city,2013,790,26.2,19.4,34,25.9,18.9,33.9
Virginia,Petersburg city,2013,10281,41.4,34.3,49.1,40.9,33.5,48.8
Virginia,Poquoson city,2013,2250,24.7,18.5,31.8,24.2,17.7,31.7
Virginia,Portsmouth city,2013,26592,37.2,32.7,42.4,37.1,32.4,42.3
Virginia,Radford city,2013,3746,29.6,22,38.2,29.9,22.5,37.8
Virginia,Richmond city,2013,50048,30,26.6,33.6,30.1,26.7,33.7
Virginia,Roanoke city,2013,23984,31.9,27.9,36,31.7,27.5,35.8
Virginia,Salem city,2013,4810,25.2,19.1,32.1,25,18.6,32
Virginia,Staunton city,2013,5146,27.1,20.8,34.3,27.1,20.5,35
Virginia,Suffolk city,2013,19845,31.9,27.1,37,31.4,26.6,36.5
Virginia,Virginia Beach city,2013,93456,27.9,25.1,30.7,27.7,24.9,30.6
Virginia,Waynesboro city,2013,4673,29.7,23,37.1,29.8,22.9,37.8
Virginia,Williamsburg city,2013,2859,26,19.3,33.6,26.6,19.7,34.4
Virginia,Winchester city,2013,5406,26.7,20.6,32.9,26.5,20.4,32.9
Washington,Adams County,2013,4065,34.4,28.5,40.3,34.4,28.4,40.2
Washington,Asotin County,2013,5676,33.4,28.7,38.3,33.5,28.5,39
Washington,Benton County,2013,41079,31.5,28.6,34.4,31.3,28.3,34.4
Washington,Chelan County,2013,14457,26.7,22.5,31,26.3,21.9,31
Washington,Clallam County,2013,15241,26.3,22.5,30.5,26.3,22.1,31.1
Washington,Clark County,2013,95530,29.9,27.7,32.1,29.7,27.3,32
Washington,Columbia County,2013,953,30,25.3,34.6,29.6,24.3,34.7
Washington,Cowlitz County,2013,24362,32.1,28.4,36,31.9,28,36.3
Washington,Douglas County,2013,8006,28.7,23.7,33.9,28.5,23.5,34
Washington,Ferry County,2013,1690,28.1,23,34,27.7,22.1,34.1
Washington,Franklin County,2013,16648,30.1,25.5,35.6,30.1,25.5,35.3
Washington,Garfield County,2013,578,33.1,28.1,38.5,33.1,27.3,39.1
Washington,Grant County,2013,21105,34.3,29.5,39,34.3,29.5,39.2
Washington,Grays Harbor County,2013,20135,36.9,32.7,41.8,37.4,32.7,42.6
Washington,Island County,2013,16926,27.4,24.2,30.6,27.2,23.8,30.7
Washington,Jefferson County,2013,6251,24.5,20.5,28.7,23.7,19.4,28.6
Washington,King County,2013,348803,22.2,21.3,23.2,22,21.1,23
Washington,Kitsap County,2013,57285,29.6,27,32.2,29.3,26.5,32
Washington,Kittitas County,2013,9262,28.9,24.4,33.8,28.9,24.4,33.9
Washington,Klickitat County,2013,4394,27.5,23.3,31.9,26.8,22.4,31.7
Washington,Lewis County,2013,18574,32.8,28.3,36.8,32.9,28.2,37.3
Washington,Lincoln County,2013,2443,31.2,26.4,36.4,31.1,25.5,37.2
Washington,Mason County,2013,14474,30.5,25.9,35,30.4,25.3,35.4
Washington,Okanogan County,2013,8578,28,24.1,32.3,27.9,23.7,32.5
Washington,Pacific County,2013,5232,31.6,27.1,36.8,31.6,26.1,37.5
Washington,Pend Oreille County,2013,2874,28.8,23.6,34.3,28.3,22.4,34.5
Washington,Pierce County,2013,180551,30,28.3,31.8,29.7,28,31.5
Washington,San Juan County,2013,2749,20.7,16.9,24.9,19.9,15.9,24.6
Washington,Skagit County,2013,23502,26.4,23,29.5,26.2,22.6,29.5
Washington,Skamania County,2013,2434,28.1,23.4,32.8,27.6,22.8,32.7
Washington,Snohomish County,2013,163297,29.4,27.7,31.2,29,27.2,30.8
Washington,Spokane County,2013,104397,29.2,27,31.4,29,26.8,31.4
Washington,Stevens County,2013,9971,30.6,26.4,35.2,30.3,25.8,35.4
Washington,Thurston County,2013,55687,28.1,25.5,30.8,27.7,25.1,30.5
Washington,Wahkiakum County,2013,1019,31.4,27.4,35.9,31,26.3,36.3
Washington,Walla Walla County,2013,12306,28,23.2,32.7,28,23,32.8
Washington,Whatcom County,2013,36237,23.1,20.9,25.5,22.9,20.7,25.3
Washington,Whitman County,2013,7972,22.9,18.9,27.4,23.4,19.5,27.6
Washington,Yakima County,2013,49141,29.6,26.7,32.8,29.5,26.6,32.7
West Virginia,Barbour County,2013,4774,37.6,31.9,43.7,37.9,31.8,44.3
West Virginia,Berkeley County,2013,27429,34.3,30.9,37.8,34.2,30.7,37.8
West Virginia,Boone County,2013,6425,35.4,30.3,40.4,35.3,30,40.7
West Virginia,Braxton County,2013,3650,32.5,26.8,38.4,32.7,26.6,39.1
West Virginia,Brooke County,2013,7282,39,32.9,44.9,39.8,32.9,46.3
West Virginia,Cabell County,2013,22788,30.5,27.2,34,30.5,27.1,34.1
West Virginia,Calhoun County,2013,1931,32.7,27.1,39.4,32.8,26.5,39.9
West Virginia,Clay County,2013,2247,32.6,26.5,38.8,32.8,25.8,39.4
West Virginia,Doddridge County,2013,2362,35.7,28.5,42.7,35.6,28.2,42.9
West Virginia,Fayette County,2013,12506,35.6,31.3,40.2,35.8,31.2,40.8
West Virginia,Gilmer County,2013,2762,39,31.3,47,39,31.2,47.1
West Virginia,Grant County,2013,3581,38.9,32.2,45.3,39.7,32.4,47
West Virginia,Greenbrier County,2013,9577,34.2,29.8,38.7,34.4,29.6,39.3
West Virginia,Hampshire County,2013,6123,33.8,28.8,39.1,34,28.5,39.8
West Virginia,Hancock County,2013,8206,34.8,29.8,40.3,34.9,29.5,40.8
West Virginia,Hardy County,2013,4008,37,31.1,43,37.2,30.9,43.8
West Virginia,Harrison County,2013,17738,33.7,30.3,37.3,33.5,29.9,37.5
West Virginia,Jackson County,2013,7033,31.7,26.6,36.9,31.6,26.1,37.2
West Virginia,Jefferson County,2013,13529,33.2,28.8,38.3,32.9,28.4,38
West Virginia,Kanawha County,2013,48469,32.7,30.5,35,32.8,30.6,35.3
West Virginia,Lewis County,2013,4577,35.9,30.2,41.7,36.4,30.3,42.6
West Virginia,Lincoln County,2013,6494,39.9,34.7,45.2,40.2,34.8,46
West Virginia,Logan County,2013,11347,40.7,36.1,45.5,41,36.1,46
West Virginia,McDowell County,2013,6818,42.1,36.4,47.6,42.2,36.2,48
West Virginia,Marion County,2013,14283,32.6,28.7,36.5,32.7,28.6,36.8
West Virginia,Marshall County,2013,8914,35.2,30.5,40.1,35.7,30.6,41
West Virginia,Mason County,2013,7541,36.1,30.9,41.3,36.3,30.8,42
West Virginia,Mercer County,2013,17791,37.4,33.9,41.1,38,34.1,41.9
West Virginia,Mineral County,2013,7302,34.5,29.4,39.9,34.9,29.4,40.7
West Virginia,Mingo County,2013,7969,40.3,35.3,45.3,40.4,35.2,45.9
West Virginia,Monongalia County,2013,22913,28.8,25.4,32.3,29,25.7,32.4
West Virginia,Monroe County,2013,3239,30.9,25.4,36.8,31.2,25.3,37.4
West Virginia,Morgan County,2013,4456,32.6,26.4,39.1,32.8,26.1,39.9
West Virginia,Nicholas County,2013,7657,38.2,33.1,43.1,38.6,33.1,43.9
West Virginia,Ohio County,2013,10611,31.4,27.1,36.3,31.5,26.9,36.8
West Virginia,Pendleton County,2013,2143,36,29.5,42.5,36.9,29.8,44.3
West Virginia,Pleasants County,2013,2304,38.8,31.6,46.4,39.1,31.8,47.1
West Virginia,Pocahontas County,2013,2203,31.4,25.8,38,31.6,25.4,38.8
West Virginia,Preston County,2013,9541,35.9,31.2,40.6,36.1,31.1,40.9
West Virginia,Putnam County,2013,14683,34.6,30.8,38.7,34.6,30.5,38.9
West Virginia,Raleigh County,2013,21556,35.6,32.5,39.2,35.9,32.6,39.5
West Virginia,Randolph County,2013,8066,34.8,30.3,39.7,35.2,30.3,40.4
West Virginia,Ritchie County,2013,2790,35.7,29.3,42.1,35.9,29.2,42.9
West Virginia,Roane County,2013,4059,36.2,30.2,42.6,36.6,30.1,43.7
West Virginia,Summers County,2013,3955,36.1,30.3,42.2,36.4,30.3,43.3
West Virginia,Taylor County,2013,4885,37,31.3,42.9,37.3,31.2,43.6
West Virginia,Tucker County,2013,2114,37.8,31.2,45.3,38.8,31.6,47.4
West Virginia,Tyler County,2013,2290,32.6,26.6,40,32.6,25.9,40.5
West Virginia,Upshur County,2013,7141,38.2,33.1,43.3,38.4,33.1,43.9
West Virginia,Wayne County,2013,11967,37.7,33.3,41.7,38,33.3,42.4
West Virginia,Webster County,2013,2410,34.7,28.2,41.6,35,28,42.3
West Virginia,Wetzel County,2013,4136,33,27.4,38.5,33.3,27.1,39.6
West Virginia,Wirt County,2013,1659,36.9,29.9,44.2,36.9,29.5,45.1
West Virginia,Wood County,2013,23749,35.9,32.4,39.1,36.3,32.6,39.9
West Virginia,Wyoming County,2013,6839,38.8,33.6,44.7,39.1,33.4,45.4
